"","edgeuid","total_hikers"
"27266",153691994,5
"27267",153692002,5
"27268",153692004,10
"27269",153692006,15
"27270",153692007,5
"27271",153692010,5
"27272",153692011,5
"27273",153692013,5
"27274",153692015,10
"27275",153692016,10
"27276",153692017,5
"27277",153692019,20
"27278",153692022,10
"27279",153692081,30
"27280",153692094,5
"27281",153692096,5
"27282",153692097,5
"27283",153692098,5
"27284",153692099,5
"27285",153692101,5
"27286",153692102,5
"27287",153692105,10
"27288",153692122,10
"27289",153692144,5
"27290",153692157,30
"27291",153692159,50
"27292",153692160,30
"27293",153692161,35
"27294",153692162,80
"27295",153692163,50
"27296",153692165,85
"27297",153692166,155
"27298",153692167,180
"27299",153692168,5
"27300",153692169,70
"27301",153692170,165
"27302",153692171,10
"27303",153692172,10
"27304",153692173,5
"27305",153692175,15
"27306",153692176,135
"27307",153692177,55
"27308",153692178,85
"27309",153692179,10
"27310",153692182,50
"27311",153692185,20
"27312",153692187,10
"27313",153692188,25
"27314",153692189,15
"27315",153692191,20
"27316",153692195,20
"27317",153692196,120
"27318",153692200,10
"27319",153692201,10
"27320",153692207,10
"27321",153692211,10
"27322",153692212,10
"27323",153692213,5
"27324",153692216,25
"27325",153692217,25
"27326",153692219,20
"27327",153692222,25
"27328",153692223,30
"27329",153692224,15
"27330",153692226,15
"27331",153692229,20
"27332",153692230,20
"27333",153692231,10
"27334",153692232,15
"27335",153692234,15
"27336",153692235,15
"27337",153692238,20
"27338",153692240,30
"27339",153692241,5
"27340",153692242,5
"27341",153692243,20
"27342",153692244,5
"27343",153692245,15
"27344",153692248,15
"27345",153692249,15
"27346",153692251,15
"27347",153692253,20
"27348",153692255,15
"27349",153692256,20
"27350",153692268,5
"27351",153692271,5
"27352",153692277,15
"27353",153692278,15
"27354",153692279,160
"27355",153692280,180
"27356",153692283,160
"27357",153692285,170
"27358",153692286,35
"27359",153692287,95
"27360",153692288,55
"27361",153692289,195
"27362",153692290,65
"27363",153692298,10
"27364",153692299,15
"27365",153692300,230
"27366",153692301,30
"27367",153692302,25
"27368",153692303,25
"27369",153692304,55
"27370",153692306,5
"27371",153692307,40
"27372",153692308,80
"27373",153692309,95
"27374",153692310,105
"27375",153692311,100
"27376",153692313,100
"27377",153692320,110
"27378",153692322,10
"27379",153692323,80
"27380",153692324,100
"27381",153692325,10
"27382",153692326,100
"27383",153692327,10
"27384",153692328,20
"27385",153692330,85
"27386",153692331,5
"27387",153692334,10
"27388",153692337,5
"27389",153692342,35
"27390",153692345,20
"27391",153692347,40
"27392",153692348,5
"27393",153692349,20
"27394",153692354,5
"27395",153692355,5
"27396",153692356,5
"27397",153692357,5
"27398",153692358,30
"27399",153692359,5
"27400",153692360,65
"27401",153692361,65
"27402",153692362,15
"27403",153692363,5
"27404",153692364,20
"27405",153692365,30
"27406",153692366,25
"27407",153692367,25
"27408",153692368,40
"27409",153692370,5
"27410",153692372,25
"27411",153692373,40
"27412",153692374,40
"27413",153692375,10
"27414",153692376,40
"27415",153692377,40
"27416",153692379,20
"27417",153692380,35
"27418",153692381,10
"27419",153692383,40
"27420",153692384,50
"27421",153692385,15
"27422",153692386,5
"27423",153692387,5
"27424",153692388,60
"27425",153692389,5
"27426",153692390,20
"27427",153692392,15
"27428",153692394,120
"27429",153692395,115
"27430",153692397,5
"27431",153692398,10
"27432",153692402,115
"27433",153692404,95
"27434",153692405,5
"27435",153692408,5
"27436",153692414,75
"27437",153692416,80
"27438",153692419,70
"27439",153692421,10
"27440",153692422,15
"27441",153692423,15
"27442",153692424,35
"27443",153692426,50
"27444",153692427,15
"27445",153692428,110
"27446",153692429,5
"27447",153692430,15
"27448",153692431,5
"27449",153692440,5
"27450",153692445,10
"27451",153692448,120
"27452",153692449,10
"27453",153692451,5
"27454",153692453,20
"27455",153692455,5
"27456",153692457,5
"27457",153692459,10
"27458",153692460,20
"27459",153692462,10
"27460",153692463,20
"27461",153692465,20
"27462",153692466,20
"27463",153692468,10
"27464",153692469,10
"27465",153692476,30
"27466",153692478,10
"27467",153692479,15
"27468",153692480,15
"27469",153692482,15
"27470",153692485,220
"27471",153692487,20
"27472",153692488,240
"27473",153692489,175
"27474",153692493,120
"27475",153692494,180
"27476",153692495,190
"27477",153692497,195
"27478",153692501,5
"27479",153692503,5
"27480",153692504,5
"27481",153692512,15
"27482",153692514,40
"27483",153692515,30
"27484",153692517,5
"27485",153692518,35
"27486",153692519,35
"27487",153692520,10
"27488",153692521,35
"27489",153692522,35
"27490",153692523,25
"27491",153692525,135
"27492",153692529,5
"27493",153692531,15
"27494",153692532,15
"27495",153692533,10
"27496",153692534,15
"27497",153692537,5
"27498",153692542,145
"27499",153692545,145
"27500",153692546,5
"27501",153692547,10
"27502",153692548,140
"27503",153692550,140
"27504",153692551,5
"27505",153692552,75
"27506",153692554,30
"27507",153692556,25
"27508",153692557,5
"27509",153692559,5
"27510",153692560,10
"27511",153692568,15
"27512",153692569,5
"27513",153692572,15
"27514",153692574,10
"27515",153692593,75
"27516",153692594,140
"27517",153692596,70
"27518",153692598,60
"27519",153692599,70
"27520",153692600,75
"27521",153692602,65
"27522",153692603,40
"27523",153692604,25
"27524",153692605,25
"27525",153692606,75
"27526",153692610,25
"27527",153692613,35
"27528",153692614,45
"27529",153692647,60
"27530",153692648,60
"27531",153692684,25
"27532",153692685,25
"27533",153692687,10
"27534",153692688,5
"27535",153692690,5
"27536",153692692,5
"27537",153692693,5
"27538",153692698,5
"27539",153692706,10
"27540",153692713,5
"27541",153692715,10
"27542",153692717,5
"27543",153692719,5
"27544",153692720,5
"27545",153692722,5
"27546",153692724,5
"27547",153692725,5
"27548",153692726,5
"27549",153692728,5
"27550",153692729,5
"27551",153692731,5
"27552",153692732,5
"27553",153692734,5
"27554",153692735,5
"27555",153692736,5
"27556",153692737,5
"27557",153692739,5
"27558",153692740,5
"27559",153692741,60
"27560",153692742,5
"27561",153692743,75
"27562",153692744,70
"27563",153692746,5
"27564",153692747,70
"27565",153692748,5
"27566",153692749,70
"27567",153692752,70
"27568",153692756,75
"27569",153692757,75
"27570",153692758,75
"27571",153692759,70
"27572",153692763,10
"27573",153692798,5
"27574",153692804,70
"27575",153692805,10
"27576",153692807,5
"27577",153692808,5
"27578",153692813,5
"27579",153692816,5
"27580",153692821,5
"27581",153692822,5
"27582",153692823,215
"27583",153692826,215
"27584",153692828,15
"27585",153692830,35
"27586",153692832,200
"27587",153692833,205
"27588",153692834,285
"27589",153692836,270
"27590",153692840,5
"27591",153692841,280
"27592",153692842,5
"27593",153692844,315
"27594",153692851,315
"27595",153692855,330
"27596",153692856,325
"27597",153692857,75
"27598",153692865,90
"27599",153692866,50
"27600",153692867,20
"27601",153692868,40
"27602",153692870,205
"27603",153692871,45
"27604",153692872,40
"27605",153692873,15
"27606",153692874,20
"27607",153692875,35
"27608",153692876,65
"27609",153692877,10
"27610",153692878,45
"27611",153692879,25
"27612",153692880,10
"27613",153692884,45
"27614",153692885,25
"27615",153692886,10
"27616",153692887,100
"27617",153692888,40
"27618",153692889,60
"27619",153692891,205
"27620",153692892,15
"27621",153692894,40
"27622",153692895,210
"27623",153692896,190
"27624",153692897,185
"27625",153692898,195
"27626",153692900,140
"27627",153692901,115
"27628",153692902,70
"27629",153692903,115
"27630",153692904,50
"27631",153692905,30
"27632",153692907,50
"27633",153692908,100
"27634",153692909,215
"27635",153692912,225
"27636",153692913,215
"27637",153692921,5
"27638",153692923,60
"27639",153692924,60
"27640",153692925,65
"27641",153692930,90
"27642",153692939,95
"27643",153692941,90
"27644",153692942,90
"27645",153692953,90
"27646",153692957,90
"27647",153692958,90
"27648",153692959,60
"27649",153692963,90
"27650",153692966,5
"27651",153692968,5
"27652",153692973,195
"27653",153692979,5
"27654",153692983,65
"27655",153693019,5
"27656",153693020,5
"27657",153693023,5
"27658",153693042,5
"27659",153693044,5
"27660",153693061,5
"27661",153693130,15
"27662",153693131,65
"27663",153693132,20
"27664",153693134,15
"27665",153693135,5
"27666",153693136,10
"27667",153693141,120
"27668",153693142,5
"27669",153693143,5
"27670",153693144,5
"27671",153693145,35
"27672",153693146,10
"27673",153693150,65
"27674",153693151,15
"27675",153693152,40
"27676",153693153,55
"27677",153693154,40
"27678",153693155,40
"27679",153693156,20
"27680",153693158,20
"27681",153693161,5
"27682",153693162,20
"27683",153693177,5
"27684",153693178,5
"27685",153693189,5
"27686",153693213,55
"27687",153693214,55
"27688",153693216,55
"27689",153693220,55
"27690",153693221,55
"27691",153693224,55
"27692",153693226,55
"27693",153693229,70
"27694",153693230,50
"27695",153693231,25
"27696",153693250,55
"27697",153693261,5
"27698",153693262,10
"27699",153693267,10
"27700",153693284,5
"27701",153693321,5
"27702",153693323,5
"27703",153693326,5
"27704",153693332,5
"27705",153693337,10
"27706",153693340,5
"27707",153693342,5
"27708",153693347,5
"27709",153693351,60
"27710",153693352,50
"27711",153693353,60
"27712",153693355,60
"27713",153693356,60
"27714",153693358,65
"27715",153693365,5
"27716",153693366,5
"27717",153693367,5
"27718",153693380,5
"27719",153693388,5
"27720",153693395,5
"27721",153693399,5
"27722",153693539,5
"27723",153693540,5
"27724",153693541,5
"27725",153693571,5
"27726",153693572,5
"27727",153693574,5
"27728",153693575,5
"27729",153693576,15
"27730",153693708,10
"27731",153693709,15
"27732",153693710,50
"27733",153693711,30
"27734",153693712,20
"27735",153693714,55
"27736",153693715,50
"27737",153693718,30
"27738",153693719,10
"27739",153693720,35
"27740",153693721,30
"27741",153693722,205
"27742",153693723,205
"27743",153693724,10
"27744",153693725,10
"27745",153693726,10
"27746",153693727,145
"27747",153693728,145
"27748",153693732,10
"27749",153693734,10
"27750",153693735,10
"27751",153693737,10
"27752",153693738,10
"27753",153693739,10
"27754",153693743,150
"27755",153693745,150
"27756",153693746,60
"27757",153693748,55
"27758",153693750,60
"27759",153693751,55
"27760",153693766,135
"27761",153693767,135
"27762",153693771,100
"27763",153693772,75
"27764",153693773,100
"27765",153693774,100
"27766",153693775,130
"27767",153693776,55
"27768",153693778,45
"27769",153693779,40
"27770",153693780,55
"27771",153693781,5
"27772",153693782,55
"27773",153693784,50
"27774",153693788,50
"27775",153693789,160
"27776",153693791,160
"27777",153693792,170
"27778",153693793,125
"27779",153693795,45
"27780",153693796,40
"27781",153693797,55
"27782",153693798,55
"27783",153693800,55
"27784",153693802,55
"27785",153693811,50
"27786",153693814,40
"27787",153693815,45
"27788",153693816,45
"27789",153693817,10
"27790",153693818,5
"27791",153693819,40
"27792",153693820,5
"27793",153693822,5
"27794",153693823,50
"27795",153693826,10
"27796",153693829,10
"27797",153693830,10
"27798",153693832,10
"27799",153693834,5
"27800",153693835,5
"27801",153693857,15
"27802",153693859,25
"27803",153693860,20
"27804",153693861,45
"27805",153693862,5
"27806",153693864,5
"27807",153693865,5
"27808",153693867,10
"27809",153693869,10
"27810",153693870,15
"27811",153693872,15
"27812",153693873,15
"27813",153693874,15
"27814",153693875,20
"27815",153693876,20
"27816",153693878,20
"27817",153693879,20
"27818",153693880,20
"27819",153693882,20
"27820",153693883,15
"27821",153693886,30
"27822",153693887,25
"27823",153693889,15
"27824",153693890,15
"27825",153693893,50
"27826",153693895,45
"27827",153693896,20
"27828",153693903,15
"27829",153693906,15
"27830",153693907,50
"27831",153693908,60
"27832",153693909,60
"27833",153693910,25
"27834",153693911,40
"27835",153693912,20
"27836",153693917,20
"27837",153693918,85
"27838",153693919,5
"27839",153693930,25
"27840",153693932,25
"27841",153693935,50
"27842",153693936,45
"27843",153693937,5
"27844",153693938,50
"27845",153693939,40
"27846",153693940,20
"27847",153693941,50
"27848",153693942,30
"27849",153693944,20
"27850",153693945,20
"27851",153693948,70
"27852",153693949,10
"27853",153693950,90
"27854",153693951,85
"27855",153693956,90
"27856",153693957,100
"27857",153693958,10
"27858",153693959,105
"27859",153693960,5
"27860",153693961,15
"27861",153693962,50
"27862",153693963,35
"27863",153693964,40
"27864",153693965,125
"27865",153693967,95
"27866",153693969,10
"27867",153693971,55
"27868",153693972,55
"27869",153693974,5
"27870",153693976,90
"27871",153693977,60
"27872",153693980,120
"27873",153693982,110
"27874",153693984,120
"27875",153693985,85
"27876",153693986,85
"27877",153693987,90
"27878",153693988,20
"27879",153693989,95
"27880",153693990,40
"27881",153693991,50
"27882",153693992,5
"27883",153693993,80
"27884",153693994,45
"27885",153693995,50
"27886",153693997,35
"27887",153693998,35
"27888",153694001,10
"27889",153694002,5
"27890",153694003,90
"27891",153694004,120
"27892",153694005,120
"27893",153694006,145
"27894",153694007,60
"27895",153694008,15
"27896",153694009,15
"27897",153694010,5
"27898",153694011,100
"27899",153694012,10
"27900",153694013,35
"27901",153694014,50
"27902",153694015,150
"27903",153694016,145
"27904",153694017,65
"27905",153694018,45
"27906",153694019,195
"27907",153694020,65
"27908",153694021,110
"27909",153694022,85
"27910",153694023,35
"27911",153694025,65
"27912",153694026,35
"27913",153694028,155
"27914",153694029,25
"27915",153694030,90
"27916",153694031,20
"27917",153694032,80
"27918",153694033,65
"27919",153694034,220
"27920",153694035,15
"27921",153694036,115
"27922",153694037,60
"27923",153694038,180
"27924",153694039,160
"27925",153694040,160
"27926",153694042,35
"27927",153694049,25
"27928",153694050,25
"27929",153694051,95
"27930",153694052,145
"27931",153694054,145
"27932",153694055,35
"27933",153694056,75
"27934",153694059,15
"27935",153694062,15
"27936",153694063,35
"27937",153694064,15
"27938",153694065,15
"27939",153694066,15
"27940",153694067,15
"27941",153694068,15
"27942",153694069,15
"27943",153694070,15
"27944",153694071,10
"27945",153694072,15
"27946",153694073,15
"27947",153694074,145
"27948",153694075,35
"27949",153694076,30
"27950",153694077,150
"27951",153694078,40
"27952",153694079,15
"27953",153694080,160
"27954",153694081,200
"27955",153694082,60
"27956",153694083,70
"27957",153694084,10
"27958",153694085,15
"27959",153694086,115
"27960",153694087,160
"27961",153694088,30
"27962",153694089,20
"27963",153694090,50
"27964",153694091,35
"27965",153694092,50
"27966",153694093,10
"27967",153694094,70
"27968",153694095,75
"27969",153694096,35
"27970",153694097,5
"27971",153694098,30
"27972",153694099,20
"27973",153694100,10
"27974",153694101,35
"27975",153694102,15
"27976",153694103,25
"27977",153694104,15
"27978",153694105,20
"27979",153694106,10
"27980",153694107,10
"27981",153694109,10
"27982",153694111,15
"27983",153694112,20
"27984",153694113,20
"27985",153694114,20
"27986",153694115,15
"27987",153694117,20
"27988",153694118,10
"27989",153694119,10
"27990",153694120,5
"27991",153694123,155
"27992",153694124,50
"27993",153694125,50
"27994",153694126,50
"27995",153694127,50
"27996",153694128,45
"27997",153694129,50
"27998",153694130,55
"27999",153694131,50
"28000",153694133,20
"28001",153694135,60
"28002",153694136,25
"28003",153694137,20
"28004",153694138,10
"28005",153694139,75
"28006",153694140,5
"28007",153694141,160
"28008",153694142,90
"28009",153694143,95
"28010",153694144,15
"28011",153694145,20
"28012",153694147,70
"28013",153694148,60
"28014",153694149,140
"28015",153694150,5
"28016",153694152,140
"28017",153694153,30
"28018",153694154,5
"28019",153694155,5
"28020",153694156,50
"28021",153694157,15
"28022",153694158,20
"28023",153694159,15
"28024",153694166,5
