"","edgeuid","total_bikers"
"28088",153686851,5
"28089",153686852,4195
"28090",153686854,4175
"28091",153686893,85
"28092",153686905,65
"28093",153686909,65
"28094",153686912,65
"28095",153686914,25
"28096",153686915,25
"28097",153686916,4085
"28098",153686917,20
"28099",153686918,805
"28100",153686919,5
"28101",153686920,4170
"28102",153686922,4165
"28103",153686924,4075
"28104",153686925,4155
"28105",153686930,4165
"28106",153686931,4180
"28107",153686934,4180
"28108",153686935,4190
"28109",153686936,4175
"28110",153686937,765
"28111",153686938,4190
"28112",153686939,4170
"28113",153686940,20
"28114",153686941,4145
"28115",153686943,15
"28116",153686945,15
"28117",153686947,15
"28118",153686949,20
"28119",153686950,770
"28120",153686952,20
"28121",153686953,4135
"28122",153686955,4095
"28123",153686957,15
"28124",153686959,4120
"28125",153686962,15
"28126",153686965,15
"28127",153686966,15
"28128",153686967,15
"28129",153686968,3520
"28130",153686969,4150
"28131",153686973,15
"28132",153686975,15
"28133",153686977,775
"28134",153686978,780
"28135",153686983,4170
"28136",153686986,4165
"28137",153686988,3640
"28138",153686993,4160
"28139",153686997,4125
"28140",153686999,4130
"28141",153687007,15
"28142",153687008,15
"28143",153687009,75
"28144",153687011,75
"28145",153687013,10
"28146",153687014,20
"28147",153687017,20
"28148",153687019,20
"28149",153687020,20
"28150",153687021,50
"28151",153687022,5
"28152",153687023,60
"28153",153687024,760
"28154",153687025,50
"28155",153687026,5
"28156",153687027,70
"28157",153687029,700
"28158",153687031,15
"28159",153687033,750
"28160",153687034,70
"28161",153687035,745
"28162",153687036,70
"28163",153687037,5
"28164",153687038,15
"28165",153687039,65
"28166",153687040,745
"28167",153687043,4135
"28168",153687045,4125
"28169",153687046,4130
"28170",153687050,4115
"28171",153687051,4110
"28172",153687052,3760
"28173",153687060,4110
"28174",153687064,4105
"28175",153687065,3005
"28176",153687067,4105
"28177",153687068,10
"28178",153687069,75
"28179",153687070,75
"28180",153687072,3900
"28181",153687073,3865
"28182",153687074,3465
"28183",153687075,3865
"28184",153687076,3795
"28185",153687081,3860
"28186",153687084,10
"28187",153687103,10
"28188",153687104,10
"28189",153687106,10
"28190",153687108,10
"28191",153687110,10
"28192",153687111,10
"28193",153687114,5
"28194",153687117,5
"28195",153687118,15
"28196",153687207,5
"28197",153687209,5
"28198",153687210,5
"28199",153687216,55
"28200",153687217,5
"28201",153687218,5
"28202",153687219,5
"28203",153687232,60
"28204",153687233,60
"28205",153687240,60
"28206",153687241,80
"28207",153687242,285
"28208",153687244,75
"28209",153687249,45
"28210",153687253,55
"28211",153687254,55
"28212",153687255,5
"28213",153687260,5
"28214",153687263,740
"28215",153687264,740
"28216",153687265,5
"28217",153687266,5
"28218",153687269,740
"28219",153687270,725
"28220",153687274,3850
"28221",153687275,3860
"28222",153687276,5
"28223",153687279,10
"28224",153687281,10
"28225",153687282,10
"28226",153687283,3855
"28227",153687286,3865
"28228",153687288,5
"28229",153687291,5
"28230",153687292,5
"28231",153687293,715
"28232",153687295,3850
"28233",153687296,3870
"28234",153687297,10
"28235",153687298,3865
"28236",153687301,10
"28237",153687311,285
"28238",153687314,275
"28239",153687315,285
"28240",153687316,275
"28241",153687317,10
"28242",153687319,5
"28243",153687321,10
"28244",153687322,10
"28245",153687325,275
"28246",153687327,270
"28247",153687328,270
"28248",153687334,10
"28249",153687335,705
"28250",153687337,10
"28251",153687338,710
"28252",153687341,20
"28253",153687342,20
"28254",153687343,10
"28255",153687344,10
"28256",153687345,270
"28257",153687346,270
"28258",153687349,270
"28259",153687351,10
"28260",153687353,290
"28261",153687356,5
"28262",153687357,10
"28263",153687359,10
"28264",153687360,5
"28265",153687361,15
"28266",153687362,15
"28267",153687363,15
"28268",153687365,15
"28269",153687366,10
"28270",153687367,5
"28271",153687368,5
"28272",153687369,5
"28273",153687370,5
"28274",153687371,5
"28275",153687373,710
"28276",153687374,10
"28277",153687375,10
"28278",153687376,10
"28279",153687397,710
"28280",153687398,710
"28281",153687399,580
"28282",153687400,10
"28283",153687401,635
"28284",153687402,25
"28285",153687406,50
"28286",153687407,20
"28287",153687408,55
"28288",153687410,85
"28289",153687411,635
"28290",153687412,630
"28291",153687414,50
"28292",153687416,55
"28293",153687418,85
"28294",153687425,85
"28295",153687426,85
"28296",153687427,95
"28297",153687429,55
"28298",153687431,3120
"28299",153687432,105
"28300",153687433,3780
"28301",153687434,5
"28302",153687435,3235
"28303",153687437,3845
"28304",153687438,3830
"28305",153687439,3790
"28306",153687440,5
"28307",153687441,5
"28308",153687444,5
"28309",153687445,5
"28310",153687447,10
"28311",153687453,3815
"28312",153687455,3835
"28313",153687456,2410
"28314",153687457,2960
"28315",153687458,3735
"28316",153687459,3815
"28317",153687460,3820
"28318",153687462,5
"28319",153687463,5
"28320",153687464,5
"28321",153687467,5
"28322",153687475,3840
"28323",153687478,3790
"28324",153687479,3775
"28325",153687480,2640
"28326",153687481,3000
"28327",153687482,3730
"28328",153687484,5
"28329",153687485,15
"28330",153687486,15
"28331",153687488,15
"28332",153687489,15
"28333",153687491,15
"28334",153687492,15
"28335",153687498,3760
"28336",153687499,3795
"28337",153687502,15
"28338",153687503,15
"28339",153687506,160
"28340",153687507,320
"28341",153687508,115
"28342",153687510,15
"28343",153687511,15
"28344",153687532,10
"28345",153687534,10
"28346",153687538,10
"28347",153687540,10
"28348",153687541,10
"28349",153687543,10
"28350",153687553,10
"28351",153687560,10
"28352",153687566,15
"28353",153687568,10
"28354",153687569,10
"28355",153687570,10
"28356",153687572,125
"28357",153687573,5
"28358",153687574,10
"28359",153687576,5
"28360",153687577,5
"28361",153687578,45
"28362",153687579,10
"28363",153687581,140
"28364",153687582,10
"28365",153687583,30
"28366",153687587,15
"28367",153687590,30
"28368",153687592,5
"28369",153687598,5
"28370",153687600,5
"28371",153687601,20
"28372",153687602,160
"28373",153687603,200
"28374",153687605,150
"28375",153687606,130
"28376",153687607,5
"28377",153687608,135
"28378",153687609,165
"28379",153687610,195
"28380",153687611,15
"28381",153687615,15
"28382",153687616,155
"28383",153687636,10
"28384",153687637,10
"28385",153687642,10
"28386",153687643,10
"28387",153687645,10
"28388",153687650,10
"28389",153687651,25
"28390",153687652,5
"28391",153687654,5
"28392",153687657,20
"28393",153687658,5
"28394",153687661,5
"28395",153687668,25
"28396",153687671,5
"28397",153687672,20
"28398",153687673,20
"28399",153687676,5
"28400",153687677,5
"28401",153687680,10
"28402",153687681,10
"28403",153687684,15
"28404",153687686,10
"28405",153687687,25
"28406",153687688,90
"28407",153687689,50
"28408",153687691,55
"28409",153687693,95
"28410",153687694,95
"28411",153687696,85
"28412",153687697,65
"28413",153687699,90
"28414",153687702,95
"28415",153687704,65
"28416",153687706,115
"28417",153687708,15
"28418",153687710,120
"28419",153687711,125
"28420",153687712,80
"28421",153687714,155
"28422",153687715,150
"28423",153687716,190
"28424",153687717,110
"28425",153687718,70
"28426",153687719,35
"28427",153687720,105
"28428",153687722,55
"28429",153687723,55
"28430",153687724,70
"28431",153687727,40
"28432",153687730,40
"28433",153687732,35
"28434",153687733,45
"28435",153687737,10
"28436",153687738,15
"28437",153687739,5
"28438",153687741,20
"28439",153687742,30
"28440",153687743,45
"28441",153687744,5
"28442",153687745,10
"28443",153687749,10
"28444",153687761,5
"28445",153687762,5
"28446",153687764,20
"28447",153687767,20
"28448",153687768,20
"28449",153687770,55
"28450",153687771,30
"28451",153687772,60
"28452",153687773,15
"28453",153687775,65
"28454",153687776,70
"28455",153687777,90
"28456",153687778,75
"28457",153687781,70
"28458",153687785,10
"28459",153687787,10
"28460",153687789,5
"28461",153687792,60
"28462",153687793,200
"28463",153687794,50
"28464",153687795,60
"28465",153687797,5
"28466",153687799,20
"28467",153687800,5
"28468",153687801,5
"28469",153687802,165
"28470",153687803,180
"28471",153687804,60
"28472",153687805,135
"28473",153687806,80
"28474",153687807,35
"28475",153687808,70
"28476",153687809,70
"28477",153687810,15
"28478",153687811,15
"28479",153687812,5
"28480",153687813,5
"28481",153687814,5
"28482",153687815,10
"28483",153687816,10
"28484",153687817,10
"28485",153687819,10
"28486",153687820,10
"28487",153687822,5
"28488",153687824,5
"28489",153687825,10
"28490",153687826,65
"28491",153687828,75
"28492",153687829,10
"28493",153687830,50
"28494",153687831,70
"28495",153687835,10
"28496",153687840,30
"28497",153687841,10
"28498",153687845,5
"28499",153687847,50
"28500",153687849,60
"28501",153687850,15
"28502",153687853,60
"28503",153687855,60
"28504",153687857,65
"28505",153687859,15
"28506",153687860,25
"28507",153687861,10
"28508",153687862,110
"28509",153687863,70
"28510",153687865,190
"28511",153687867,190
"28512",153687868,20
"28513",153687872,15
"28514",153687873,160
"28515",153687874,10
"28516",153687875,30
"28517",153687877,10
"28518",153687878,35
"28519",153687879,120
"28520",153687881,10
"28521",153687890,10
"28522",153687892,10
"28523",153687894,10
"28524",153687897,90
"28525",153687898,115
"28526",153687899,10
"28527",153687900,120
"28528",153687901,5
"28529",153687902,10
"28530",153687903,90
"28531",153687904,10
"28532",153687905,10
"28533",153687906,115
"28534",153687910,165
"28535",153687911,165
"28536",153687912,5
"28537",153687913,5
"28538",153687914,290
"28539",153687915,5
"28540",153687916,10
"28541",153687917,10
"28542",153687923,15
"28543",153687925,15
"28544",153687926,15
"28545",153687932,20
"28546",153687933,20
"28547",153687940,45
"28548",153687941,625
"28549",153687942,45
"28550",153687943,640
"28551",153687944,45
"28552",153687945,30
"28553",153687948,700
"28554",153687950,80
"28555",153687951,615
"28556",153687953,3270
"28557",153687954,3335
"28558",153687955,575
"28559",153687957,595
"28560",153687958,3425
"28561",153687959,600
"28562",153687960,745
"28563",153687961,3260
"28564",153687962,3320
"28565",153687963,2925
"28566",153687964,40
"28567",153687965,25
"28568",153687967,20
"28569",153687968,635
"28570",153687971,5
"28571",153687977,40
"28572",153687978,10
"28573",153687980,10
"28574",153687981,10
"28575",153687982,5
"28576",153687985,10
"28577",153687987,3470
"28578",153687988,3340
"28579",153687989,100
"28580",153687990,3440
"28581",153687991,30
"28582",153687992,2840
"28583",153687993,10
"28584",153687994,40
"28585",153687995,120
"28586",153687997,125
"28587",153687998,155
"28588",153687999,40
"28589",153688000,130
"28590",153688001,120
"28591",153688002,5
"28592",153688005,3055
"28593",153688006,3365
"28594",153688007,3430
"28595",153688008,50
"28596",153688009,70
"28597",153688011,3470
"28598",153688030,755
"28599",153688031,615
"28600",153688032,55
"28601",153688034,3005
"28602",153688035,185
"28603",153688037,635
"28604",153688039,2920
"28605",153688041,15
"28606",153688042,185
"28607",153688047,10
"28608",153688049,20
"28609",153688052,165
"28610",153688053,160
"28611",153688054,180
"28612",153688059,15
"28613",153688060,165
"28614",153688062,165
"28615",153688064,150
"28616",153688067,165
"28617",153688068,140
"28618",153688069,155
"28619",153688071,15
"28620",153688079,165
"28621",153688082,10
"28622",153688085,150
"28623",153688087,5
"28624",153688088,5
"28625",153688089,5
"28626",153688090,2925
"28627",153688091,690
"28628",153688092,10
"28629",153688093,2925
"28630",153688095,140
"28631",153688096,140
"28632",153688099,140
"28633",153688100,145
"28634",153688101,145
"28635",153688102,150
"28636",153688106,695
"28637",153688111,545
"28638",153688112,615
"28639",153688113,700
"28640",153688114,700
"28641",153688115,695
"28642",153688116,570
"28643",153688117,10
"28644",153688118,2850
"28645",153688119,705
"28646",153688120,2900
"28647",153688121,2585
"28648",153688128,20
"28649",153688129,20
"28650",153688130,20
"28651",153688136,5
"28652",153688137,5
"28653",153688140,5
"28654",153688141,5
"28655",153688142,5
"28656",153688144,20
"28657",153688145,30
"28658",153688146,20
"28659",153688150,185
"28660",153688151,120
"28661",153688153,50
"28662",153688154,110
"28663",153688155,110
"28664",153688157,5
"28665",153688158,45
"28666",153688162,110
"28667",153688164,110
"28668",153688167,110
"28669",153688169,55
"28670",153688173,115
"28671",153688178,40
"28672",153688182,125
"28673",153688185,125
"28674",153688186,115
"28675",153688187,105
"28676",153688188,270
"28677",153688194,115
"28678",153688196,65
"28679",153688197,105
"28680",153688199,100
"28681",153688204,35
"28682",153688205,100
"28683",153688206,20
"28684",153688209,155
"28685",153688210,150
"28686",153688211,160
"28687",153688212,25
"28688",153688213,25
"28689",153688214,170
"28690",153688215,165
"28691",153688216,160
"28692",153688219,160
"28693",153688220,25
"28694",153688221,25
"28695",153688223,155
"28696",153688225,5
"28697",153688226,15
"28698",153688227,160
"28699",153688228,25
"28700",153688229,25
"28701",153688230,145
"28702",153688235,20
"28703",153688239,180
"28704",153688241,180
"28705",153688242,180
"28706",153688245,175
"28707",153688246,125
"28708",153688247,160
"28709",153688248,190
"28710",153688249,55
"28711",153688251,30
"28712",153688253,10
"28713",153688254,15
"28714",153688255,30
"28715",153688256,15
"28716",153688257,10
"28717",153688259,185
"28718",153688260,5
"28719",153688261,195
"28720",153688262,5
"28721",153688264,15
"28722",153688266,15
"28723",153688267,5
"28724",153688268,15
"28725",153688274,10
"28726",153688275,20
"28727",153688276,20
"28728",153688277,20
"28729",153688279,20
"28730",153688305,385
"28731",153688310,380
"28732",153688313,380
"28733",153688314,315
"28734",153688315,340
"28735",153688316,260
"28736",153688317,20
"28737",153688318,255
"28738",153688325,10
"28739",153688326,15
"28740",153688327,10
"28741",153688328,15
"28742",153688330,25
"28743",153688331,25
"28744",153688332,370
"28745",153688334,15
"28746",153688335,15
"28747",153688340,245
"28748",153688343,250
"28749",153688347,250
"28750",153688348,210
"28751",153688352,15
"28752",153688353,2845
"28753",153688354,2710
"28754",153688356,2885
"28755",153688357,2890
"28756",153688359,2845
"28757",153688360,2830
"28758",153688362,2855
"28759",153688364,2860
"28760",153688365,2780
"28761",153688366,2820
"28762",153688395,5
"28763",153688396,2905
"28764",153688398,2845
"28765",153688400,2870
"28766",153688401,2865
"28767",153688402,2840
"28768",153688404,35
"28769",153688406,2840
"28770",153688415,5
"28771",153688416,5
"28772",153688417,5
"28773",153688420,30
"28774",153688421,30
"28775",153688422,30
"28776",153688489,5
"28777",153688490,5
"28778",153688493,5
"28779",153688494,225
"28780",153688499,205
"28781",153688500,10
"28782",153688502,225
"28783",153688503,225
"28784",153688504,5
"28785",153688505,5
"28786",153688508,220
"28787",153688509,190
"28788",153688510,5
"28789",153688511,5
"28790",153688512,210
"28791",153688515,205
"28792",153688517,205
"28793",153688518,20
"28794",153688523,195
"28795",153688525,245
"28796",153688526,215
"28797",153688529,255
"28798",153688530,35
"28799",153688531,40
"28800",153688532,205
"28801",153688535,30
"28802",153688537,195
"28803",153688538,5
"28804",153688540,195
"28805",153688541,195
"28806",153688542,195
"28807",153688543,205
"28808",153688544,15
"28809",153688546,205
"28810",153688548,205
"28811",153688549,205
"28812",153688551,30
"28813",153688559,200
"28814",153688562,15
"28815",153688564,5
"28816",153688565,175
"28817",153688566,125
"28818",153688568,25
